questionID,topicID,assignedDifficulty,modifiedDifficulty,categoryID,assignedCompletionTime,modifiedCompletionTime,question,code
"X'F5EBABA15DD7423FB1748508570C6AAD'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,"Consider the following Java code snippet. What will be the output of the code?

```java
List<String> list = new ArrayList<>();
list.add(""apple"");
list.add(""banana"");
list.add(""orange"");
list.remove(""banana"");
System.out.println(list);
```
","List<String> list = new ArrayList<>();
list.add(""apple"");
list.add(""banana"");
list.add(""orange"");
list.remove(""banana"");
System.out.println(list);"
"X'F5FEFC5282CC4E789A173AAA5C7176A1'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,Analyze the given Java code snippet. What is the worst-case time complexity of the function?,"public boolean isPalindrome(String s) {
    if (s.length() <= 1)
        return true;
    else
        return s.charAt(0) == s.charAt(s.length() - 1) && isPalindrome(s.substring(1, s.length() - 1));
}"
"X'F612FD19415C4A719536B664C676FA97'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",25,25.00,Which keyword is used to create a custom exception class in Java?,
"X'F6298F14CE16422AA421D393E4F1FBD0'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",45,45.00,Which of the following is NOT a valid method to remove an element from a stack in Java?,
"X'F6A23487296A4C48A1076C3E58A97811'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",120,120.00,Implement a recursive function in Java to find the length of the longest increasing subsequence in an array of integers.,"public int longestIncreasingSubsequence(int[] arr, int index, int prev) {
    if (index == arr.length)
        return 0;
    int include = 0;
    if (arr[index] > prev)
        include = 1 + longestIncreasingSubsequence(arr, index + 1, arr[index]);"
"X'F757E2D039A94F3ABECCDADD7EC7FC60'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",35,35.00,Explain the purpose of InputStream in Java I/O.,
"X'F76E8DF0D3084A88B2D72D8EEE20FA2E'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",50,50.00,"Which data structure in Java would be most suitable for implementing a FIFO (First In, First Out) behavior?",
"X'F7B5039AC1314184AD4CC8EE752B5FF2'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",50,50.00,Examine the usage of DataInputStream and DataOutputStream classes in Java for reading and writing binary data.,
"X'F7D82D476114434E9057F91AA5F63136'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",15,15.00,"What happens if an exception occurs within the 'finally' block in Java?",
"X'F91610BBE3D740C9B5143C6440CF1F9A'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",25,25.00,Which class in Java is used to write formatted output to the console?,
"X'F9EA0D3AC5934C09A4168CA58DCD86CC'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",60,60.00,Which Java interface extends the Collection interface and allows removal and insertion of elements at both ends?,
"X'FB00A916676C4C38BC7A55AE0E04AE7E'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,Which exception is thrown when an array is accessed with an invalid index?,
"X'FB3BC40267964D8F9D7B9D1E21A52580'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",60,60.00,"What does the 'getMessage()' method of the Exception class in Java return?",
"X'FB551A16E93A4AD5BD6DAAA5FDF4BBFF'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",60,60.00,"Which method in Java's LinkedList class is used to add an element at the end of the list?",
"X'FB55FAE78ACC47FAA71C17B55F4D5A53'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",20,20.00,Which method in Java is used to close a PrintWriter?,
"X'FBD4FF6BBA54411BB49C827F41FD6D42'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,"Write a Java code snippet to retrieve and remove the first element from a LinkedList named 'list'.",Object firstElement = list.poll();
"X'FC0D69A06E8046F8ADC8C91E204BEECC'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",30,30.00,Which Java interface provides a standard queue behavior?,
"X'FC3C2E10562640EBB78FFB08B4802D57'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,"What is the purpose of the 'throws' keyword in Java?",
"X'FC3C9206E1E94B439BC4C8A54178E535'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",60,60.00,Which of the following statements about Java exception handling is true?,
"X'FC4CF03601D446839DAFDFA4CF9F68C1'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",60,60.00,"Which method in Java's Stack class is used to search for an element and return its position relative to the top of the stack?",
"X'FCEA4B224A544B8DBC6D9064CBDE4F79'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,"Consider the following Java code snippet. What will be the output of the code?

```java
Stack<Integer> stack = new Stack<>();
stack.push(1);
stack.push(2);
stack.push(3);
stack.peek();
System.out.println(stack);
```
","Stack<Integer> stack = new Stack<>();
stack.push(1);
stack.push(2);
stack.push(3);
stack.peek();
System.out.println(stack);"
"X'FCF707C2B6014573A77C8DCD03680325'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'417786202CD94EB89655C67365551278'",90,90.00,"What happens if an exception is thrown within a 'finally' block?",
"X'FD853A43DBC44CEA8499A3347349F29C'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,What is the main advantage of using recursion?,
"X'FE072C859A6A45B2ADF81F3A6BF865E8'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,What is the primary advantage of using recursion?,
"X'FE468136AC2041A2933AB596AF31FBB0'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",45,45.00,What is the maximum depth of recursion in Java?,
"X'FE57DBE6E1D447C79923C501D5D13A92'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,Analyze the given Java code and identify the potential error:,"public class ErrorAnalysis {
    public static void main(String[] args) {
        try {
            int result = divide(10, 0); // Division by zero
            System.out.println(""Result: "" + result);
        } catch (ArithmeticException e) {
            System.out.println(""Error: Division by zero"");
        }
    }

    public static int divide(int dividend, int divisor) {
        try {
            return dividend / divisor;
        } finally {
            System.out.println(""Finally block executed"");
        }
    }
}"
"X'FEAABAFA9C7F4525A24594D1E7651415'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",150,150.00,Write a recursive function in Java to generate all possible subsets of a given set.,"public void generateSubsets(int[] nums, int index, List<Integer> subset, List<List<Integer>> result) {
    if (index == nums.length) {
        result.add(new ArrayList<>(subset));
        return;
    }
    subset.add(nums[index]);
    generateSubsets(nums, index + 1, subset, result);
    subset.remove(subset.size() - 1);
    generateSubsets(nums, index + 1, subset, result);
}"
"X'FEB7C1F3F37E470B83C59E0BD4204E94'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",35,35.00,"What is the concept of 'divide and conquer' related to recursion?",
"X'FF017A2EB617426C85294A43F82BEF0B'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,"What is the purpose of the 'throws' keyword in Java?",
